,title,rating,name,num_ratings,num_reviews,num_followers,synopsis,genre
953,Rosemary's Baby,4.02,Ira Levin,"1,26,128","5,241","1,315","Suppose you were an up-to-date young wife who moved into an old and elegant New York apartment house with a rather strange past.

Suppose that only after you became pregnant did you begin to suspect the building harbored a diabolically evil group of devil worshippers who had mastered the arts of black magic and witchcraft.

Suppose that this satanic conspiracy set out to claim not only your husband but your baby.

Well, that's what happened to Rosemary... Or did it...? (less)",thriller
954,Death on the Nile,4.12,Agatha Christie,"2,08,758","13,673","54,591","Agatha Christie's most daring travel mystery.

The tranquility of a lovely cruise along the Nile is shattered by the discovery that Linnet Ridgeway has been shot. She was young, stylish and beautiful, a girl who had everything – until she lost her life.

Who is also on board? Christie's great detective Hercule Poirot is on holiday. He recalls an earlier outburst by a fellow passenger: ‘I’d like to put my dear little pistol against her head and just press the trigger.’ Despite the exotic setting, nothing is ever quite what it seems… (less)",thriller
955,Goodnight Beautiful,3.78,Aimee Molloy,"26,668","3,971","1,020","Newlyweds Sam Statler and Annie Potter are head over heels, and excited to say good-bye to New York and start a life together in Sam's sleepy hometown in upstate New York. Or, it turns out, a life where Annie spends most of her time alone while Sam, her therapist husband, works long hours in his downstairs office, tending to the egos of his (mostly female) clientele.

Little does Sam know that through a vent in his ceiling, every word of his sessions can be heard from the room upstairs. The pharmacist's wife, contemplating a divorce. The well-known painter whose boyfriend doesn’t satisfy her in bed. Who could resist listening? Everything is fine until the French girl in the green mini Cooper shows up, and Sam decides to go to work and not come home, throwing a wrench into Sam and Annie's happily ever after. (less)",thriller
956,The Collectors,4.05,David Baldacci,"46,256","1,955","1,14,326","In Washington, D.C, where power is everything and too few have too much of it, four highly eccentric men with mysterious pasts call themselves the Camel Club. Their mission: find out what's really going on behind the closed doors of America's leaders. The assassination of the U.S. Speaker of the House has shaken the nation. And the outrageous iconoclasts of the Camel Club have found a chilling connection with another death: the demise of the director of the Library of Congress's rare books room.

A man who calls himself Oliver Stone is the group's unofficial leader. Staying one step ahead of his violent past and headquartered in a caretaker's cottage in Mt. Zion Cemetery, Stone draws on his vast experience and acute deductive powers to discover that someone is selling America to its enemies one classified secret at a time. When Annabelle Conroy, the greatest con artist of her generation, struts onto the scene in high-heeled boots, the Camel Club gets a sexy new edge.

David Baldacci weaves a brilliant, white-knuckle tale of suspense in which every collector is searching for one missing prize: the one to die for.

Librarian's note: this is one of five volumes in the author's Camel Club series: 1. The Camel Club (2005), 2. The Collectors (2006), 3. Stone Cold (2007), Divine Justice (2008), and 5. Hell's Corner (2010). (less)",thriller
957,The King of Torts,3.71,John Grisham,"81,692","2,436","71,428","The office of the public defender is not known as a training ground for bright young litigators. Clay Carter has been there too long and, like most of his colleagues, dreams of a better job in a real firm. When he reluctantly takes the case of a young man charged with a random street killing, he assumes it is just another of the many senseless murders that hit D.C. every week.

As he digs into the background of his client, Clay stumbles on a conspiracy too horrible to believe. He suddenly finds himself in the middle of a complex case against one of the largest pharmaceutical companies in the world, looking at the kind of enormous settlement that would totally change his life--that would make him, almost overnight, the legal profession's newest king of torts...

'From the Hardcover edition' (less)",thriller
958,2nd Chance,4.06,James Patterson,"1,04,903","3,050","3,37,407","The Women's Murder Club returns for another thrilling crime investigation. Will their skills be enough to take down a brutal madman?

A brutal madman sprays bullets into a crowd of children leaving a San Francisco church. Miraculously-or was it intentionally?-only one person dies. Then an elderly black woman is hung. Police homicide inspector Lindsay Boxer senses a connection and together with medical examiner Claire, assistant D. A. Jill, and Chronicle reporter Cindy, finds a link that sends a chill through the entire nation. This killer's motives are unspeakable.

In this ""inventive"" installment of the Women's Murder Club, James Patterson proves once again why he is the #1 master of the murder mystery (Sunday Times). (less)",thriller
959,Fierce Kingdom,3.54,Gin Phillips,"22,474","3,455",474,"The zoo is nearly empty as Joan and her four-year-old son soak up the last few moments of playtime. They are happy, and the day has been close to perfect. But what Joan sees as she hustles her son toward the exit gate minutes before closing time sends her sprinting back into the zoo, her child in her arms. And for the next three hours—the entire scope of the novel—she keeps on running.

Joan’s intimate knowledge of her son and of the zoo itself—the hidden pathways and under-renovation exhibits, the best spots on the carousel and overstocked snack machines—is all that keeps them a step ahead of danger.

A masterful thrill ride and an exploration of motherhood itself—from its tender moments of grace to its savage power—Fierce Kingdom asks where the boundary is between our animal instinct to survive and our human duty to protect one another. For whom should a mother risk her life? (less)",thriller
960,Genuine Fraud,3.26,E. Lockhart,"38,575","6,470","13,349","From the author of the unforgettable New York Times bestseller We Were Liars comes a masterful new psychological suspense novel--the story of a young woman whose diabolical smarts are her ticket into a charmed life. But how many times can someone reinvent themselves? You be the judge.

Imogen is a runaway heiress, an orphan, a cook, and a cheat.
Jule is a fighter, a social chameleon, and an athlete.
An intense friendship. A disappearance. A murder, or maybe two.
A bad romance, or maybe three.
Blunt objects, disguises, blood, and chocolate. The American dream, superheroes, spies, and villains.
A girl who refuses to give people what they want from her.
A girl who refuses to be the person she once was.

Praise for E. Lockhart's We Were Liars

""Haunting, sophisticated. . . . Twisty and well-told."" --The Wall Street Journal

""[It] will leave you dying to talk about the book with a pal or ten."" --Parade.com

""You're going to want to remember the title. Liars details the summers of a girl who harbors a dark secret, and delivers a satisfying but shocking twist ending."" --Entertainment Weekly

""An ambitious novel with an engaging voice, a clever plot and some terrific writing."" --The New York Times Book Review

""Thrilling, beautiful, and blisteringly smart, We Were Liars is utterly unforgettable."" --John Green, #1 New York Times bestselling author of The Fault in Our Stars (less)",thriller
961,Deep Storm,3.89,Lincoln Child,"28,916","1,221","4,311","Twelve-thousand feet beneath the Atlantic Ocean . . .
scientists are excavating the most extraordinary undersea discovery ever made. But is it the greatest archaeological find in history—or the most terrifying?

Former naval doctor Peter Crane is urgently summoned to a remote oil platform in the North Atlantic to help diagnose a bizarre medical condition spreading through the rig. But when he arrives, Crane learns that the real trouble lies far below—on “Deep Storm,” a stunningly advanced science research facility built two miles beneath the surface on the ocean floor. The top secret structure has been designed for one purpose: to excavate a recently discovered undersea site that may hold the answers to a mystery steeped in centuries of myth and speculation.

Sworn to secrecy, Dr. Crane descends to Deep Storm. A year earlier, he is told, routine drilling uncovered the remains of mankind’s most sophisticated ancient civilization: the legendary Atlantis. But now that the site is being excavated, a series of disturbing illnesses has begun to affect the operation. Scientists and technicians are experiencing a bizarre array of symptoms—from simple fatigue to violent psychotic episodes. As Crane is indoctrinated into the strange world of Deep Storm and commences his investigation, he begins to suspect that the covert facility conceals something more complicated than a medical mystery.The discovery of Atlantis might, in fact, be a cover for something far more sinister . . . and deadly.

Like Lincoln Child’s spectacular bestsellers coauthored with Douglas Preston (The Book of the Dead, Relic), Deep Storm melds scientific detail and gripping adventure in a superbly imagined, chillingly real journey into unknown territory. Child is a master of suspense, and Deep Storm is his most ambitious novel to date. (less)",thriller
962,Things We Do in the Dark,4.05,Jennifer Hillier,"21,117","3,467","5,634","When Paris Peralta is arrested in her own bathroom—covered in blood, holding a straight razor, her celebrity husband dead in the bathtub behind her—she knows she'll be charged with murder. But as bad as this looks, it's not what worries her the most. With the unwanted media attention now surrounding her, it's only a matter of time before someone from her long hidden past recognizes her and destroys the new life she's worked so hard to build, along with any chance of a future.

Twenty-five years earlier, Ruby Reyes, known as the Ice Queen, was convicted of a similar murder in a trial that riveted Canada in the early nineties. Reyes knows who Paris really is, and when she's unexpectedly released from prison, she threatens to expose all of Paris's secrets. Left with no other choice, Paris must finally confront the dark past she escaped, once and for all.

Because the only thing worse than a murder charge are two murder charges.

Things We Do in the Dark is a brilliant new thriller from Jennifer Hillier, the award-winning author of the breakout novels Little Secrets and Jar of Hearts. Paris Peralta is suspected of killing her celebrity husband, and her long-hidden past now threatens to destroy her future. (less)",thriller
963,The Nowhere Man,4.13,Gregg Andrew Hurwitz,"21,954","2,008","5,074","He was once called Orphan X.

As a boy, Evan Smoak was taken from a children's home, raised and trained as part of a secret government initiative buried so deep that virtually no one knows it exists. But he broke with the programme, choosing instead to vanish off grid and use his formidable skill set to help those unable to protect themselves.

One day, though, Evan's luck ran out . . .

Ambushed, drugged, and spirited away, Evan wakes up in a locked room with no idea where he is or who has captured him. As he tries to piece together what's happened, testing his gilded prison and its highly trained guards for weaknesses, he receives a desperate call for help.

With time running out, he will need to out-think, out-manoeuvre, and out-fight an opponent the likes of whom he's never encountered to have any chance of escape. He's got to save himself to protect those whose lives depend on him. Or die trying . . . (less)",thriller
964,El psicoanalista,4.12,John Katzenbach,"48,093","3,654","2,655","-Feliz 53 cumpleaños, doctor. Bienvenido al primer día de su muerte. Pertenezco a algún momento de su pasado. Usted arruinó mi vida. Quizá no sepa cómo por qué o cuándo, pero lo hizo. Llenó todos mis instantes de desastre y tristeza. Arruinó mi ",thriller
965,The Leopard,4.08,Jo Nesbø,"55,243","3,342","18,855","In the depths of winter, a killer stalks the city streets. His victims are two young women, both found with twenty-four inexplicable puncture wounds, both drowned in their own blood. The crime scenes offer no clues, the media is reaching fever pitch, and the police are running out of options. There is only one man who can help them, and he doesn't want to be found. Deeply traumatised by The Snowman investigation, which threatened the lives of those he holds most dear, Inspector Harry Hole has lost himself in the squalor of Hong Kong's opium dens. But with his father seriously ill in hospital, Harry reluctantly agrees to return to Oslo. He has no intention of working on the case, but his instinct takes over when a third victim is found brutally murdered in a city park.

The victims appear completely unconnected to one another, but it's not long before Harry makes a discovery: the women all spent the night in an isolated mountain hostel. And someone is picking off the guests one by one. A heart-stopping thriller from the bestselling author of the The Snowman, The Leopard is an international phenomenon that will grip you until the final page. (less)",thriller
966,The Coffin Dancer,4.15,Jeffery Deaver,"50,685","1,340","9,580","SOON TO BE A MAJOR TELEVISION EVENT FROM NBC, STARRING RUSSELL HORNSBY, ARIELLE KEBBEL, AND MICHAEL IMPERIOLI.

“Lincoln Rhyme is more relentless than ever” (People) and Jeffery Deaver delivers “supercharged tension” (USA TODAY) in this New York Times bestselling suspense masterwork.

NYPD criminalist Lincoln Rhyme joins his beautiful protégée Amelia Sachs, in the hunt for the Coffin Dancer—an ingenious killer who changes his appearance even faster than he adds to his trail of victims. They have only one clue: the madman has a tattoo of the Grim Reaper waltzing with a woman in front of a coffin. Rhyme must rely on his wits and intuition to track the elusive murderer through New York City—knowing they have only forty-eight hours before the Coffin Dancer strikes again.

This is a “heart-stopping” (Booklist) thriller from #1 international bestselling author Jeffery Deaver’s “simply outstanding” (San Jose Mercury News) Lincoln Rhyme series! (less)",thriller
967,Faithful Place,3.99,Tana French,"1,10,816","8,714","23,050","Back in 1985, Frank Mackey was nineteen, growing up poor in Dublin's inner city and living crammed into a small flat with his family on Faithful Place. But he had his sights set on a lot more. He and his girl, Rosie Daly, were all set to run away to London together, get married, get good jobs, break away from factory work and poverty and their old lives.

But on the winter night when they were supposed to leave, Rosie didn't show. Frank took it for granted that she'd given him the brush-off--probably because of his alcoholic father, nutcase mother, and generally dysfunctional family. He never went home again.

Neither did Rosie. Everyone thought she had gone to England on her own and was over there living a shiny new life. Then, twenty-two years later, Rosie's suitcase shows up behind a fireplace in a derelict house on Faithful Place, and Frank is going home whether he likes it or not.

Getting sucked in is a lot easier than getting out again. Frank finds himself straight back in the dark tangle of relationships he left behind. The cops working the case want him out of the way, in case loyalty to his family and community makes him a liability. Faithful Place wants him out because he’s a detective now, and the Place has never liked cops. Frank just wants to find out what happened to Rosie Daly-and he’s willing to do whatever it takes, to himself or anyone else, to get the job done. (less)",thriller
968,Broken,4.16,Karin Slaughter,"52,051","2,243","57,735","When Special Agent Will Trent arrives in Grant County, he finds a police department determined to protect its own and far too many unanswered questions about a prisoner's death. He doesn't understand why Officer Lena Adams is hiding secrets from him. He doesn't understand her role in the death of Grant County's popular police chief. He doesn't understand why that man's widow, Dr. Sara Linton, needs him now more than ever to help her crack this case.
While the police force investigates the murder of a young woman pulled from a frigid lake, Trent investigates the police force, putting pressure on Adams just when she's already about to crack. Caught between two complicated and determined women, trying to understand Linton's passionate distrust of Adams, the facts surrounding Chief Tolliver's death, and the complexities of this insular town, Trent will unleash a case filled with explosive secrets--and encounter a thin blue line that could be murderous if crossed. (less)",thriller
969,The Mephisto Club,4.02,Tess Gerritsen,"42,463","1,902","16,356","In Gerritsens latest New York Times bestseller, medical examiner Maura Isles and detective Jane Rizzoli take on a society of scholars that studies the history of evil--and the grisly killer it has spawned.",thriller
970,The Doomsday Key,4.16,James Rollins,"29,246","1,111","12,264","James Rollins, the ""New York Times"" bestselling master of nail-biting suspense and historical mystery, combines cutting-edge biotechnology with a centuries-old secret in an apocalyptic story that reveals where humankind is truly headed

""The Doomsday Key""

At Princeton University, a famed geneticist dies inside a biohazard lab. In Rome, a Vatican archaeologist is found dead in St. Peter's Basilica. In Africa, a U.S. senator's son is slain outside a Red Cross camp. The three murders on three continents bear a horrifying connection: all the victims are marked by a Druidic pagan cross burned into their flesh.

The bizarre murders thrust Commander Gray Pierce and Sigma Force into a race against time to solve a riddle going back centuries, to a ghastly crime against humanity hidden within a cryptic medieval codex. The first clue is discovered inside a mummified corpse buried in an English peat bog -- a gruesome secret that threatens America and the world.

Aided by two women from his past -- one his exlover, the other his new partner -- Gray must piece together the horrifying truth. But the revelations come at a high cost, and to save the future, Gray will have to sacrifice one of the women at his side. That alone might not be enough, as the true path to salvation is revealed in a dark prophecy of doom.

Sigma Force confronts humankind's greatest threat in an adventure that races from the Roman Coliseum to the icy peaks of Norway, from the ruins of medieval abbeys to the lost tombs of Celtic kings. The ultimate nightmare is locked within a talisman buried by a dead saint -- an ancient artifact known as the Doomsday Key. (less)",thriller
971,The Bear and the Dragon,3.87,Tom Clancy,"28,195",601,"7,109","Time and again, Tom Clancy's novels have been praised not only for their big-scale drama and propulsive narrative drive but for their cutting-edge prescience in predicting future events.
In The Bear and the Dragon, the future is very near at hand indeed.
Newly elected in his own right, Jack Ryan has found that being President has gotten no easier: domestic pitfalls await him at every turn; there's a revolution in Liberia; the Asian economy is going down the tubes; and now, in Moscow, someone may have tried to take out the chairman of the SVR--the former KGB--with a rocket-propelled grenade. Things are unstable enough in Russia without high-level assassination, but even more disturbing may be the identities of the potential assassins. Were they political enemies, the Russian Mafia, or disaffected former KGB? Or, Ryan wonders, is something far more dangerous at work here?
Ryan is right. For even while he dispatches his most trusted eyes and ears, including black ops specialist John Clark, to find out the truth of the matter, forces in China are moving ahead with a plan of truly audacious proportions. If they succeed, the world as we know it will never look the same. If they fail...the consequences will be unspeakable.
Blending the exceptional realism and authenticity that are his hallmarks with intricate plotting, razor-sharp suspense, and a remarkable cast of characters, this is Clancy at his best--and there is none better.
(less)",thriller
972,The Troop,3.82,Nick Cutter,"49,257","9,235","4,197","Once a year, scoutmaster Tim Riggs leads a troop of boys into the Canadian wilderness for a three-day camping trip; a tradition as comforting and reliable as a good ghost story and a roaring bonfire. But when an unexpected intruder -- shockingly thin, disturbingly pale, and voraciously hungry -- stumbles upon their campsite, Tim and the boys are exposed to something far more frightening than any tale of terror. The human carrier of a bioengineered nightmare. An inexplicable horror that spreads faster than fear. A harrowing struggle for survival that will pit the troop against the elements, the infected ... and one another. (less)",thriller
973,Girl A,3.65,Abigail Dean,"60,750","6,125",599,"Lex Gracie doesn't want to think about her family. She doesn't want to think about growing up in her parents' House of Horrors. And she doesn't want to think about her identity as Girl A: the girl who escaped, the eldest sister who freed her older brother and four younger siblings. It's been easy enough to avoid her parents--her father never made it out of the House of Horrors he created, and her mother spent the rest of her life behind bars. But when her mother dies in prison and leaves Lex and her siblings the family home, she can't run from her past any longer. Together with her sister, Evie, Lex intends to turn the House of Horrors into a force for good. But first she must come to terms with her siblings - and with the childhood they shared. (less)",thriller
974,The Lost Village,3.55,Camilla Sten,"19,367","3,486",763,"The Blair Witch Project meets Midsommar in this brilliantly disturbing thriller from Camilla Sten, an electrifying new voice in suspense.

Documentary filmmaker Alice Lindstedt has been obsessed with the vanishing residents of the old mining town, dubbed “The Lost Village,” since she was a little girl. In 1959, her grandmother’s entire family disappeared in this mysterious tragedy, and ever since, the unanswered questions surrounding the only two people who were left—a woman stoned to death in the town center and an abandoned newborn—have plagued her. She’s gathered a small crew of friends in the remote village to make a film about what really happened.

But there will be no turning back.

Not long after they’ve set up camp, mysterious things begin to happen. Equipment is destroyed. People go missing. As doubt breeds fear and their very minds begin to crack, one thing becomes startlingly clear to Alice:

They are not alone.

They’re looking for the truth…
But what if it finds them first? (less)",thriller
975,The Female of the Species,4.16,Mindy McGinnis,"33,763","6,856","3,629","A contemporary YA novel that examines rape culture through alternating perspectives.

Alex Craft knows how to kill someone. And she doesn’t feel bad about it.

Three years ago, when her older sister, Anna, was murdered and the killer walked free, Alex uncaged the language she knows best—the language of violence. While her own crime goes unpunished, Alex knows she can’t be trusted among other people. Not with Jack, the star athlete who wants to really know her but still feels guilty over the role he played the night Anna’s body was discovered. And not with Peekay, the preacher’s kid with a defiant streak who befriends Alex while they volunteer at an animal shelter. Not anyone.

As their senior year unfolds, Alex’s darker nature breaks out, setting these three teens on a collision course that will change their lives forever. (less)",thriller
976,Fallen,4.21,Karin Slaughter,"48,982","2,332","57,735","There's no police training stronger than a cop's instinct. Faith Mitchell's mother isn't answering her phone. Her front door is open. There's a bloodstain above the knob. Her infant daughter is hidden in a shed behind the house. All that the Georgia Bureau of Investigations taught Faith Mitchell goes out the window when she charges into her mother's house, gun drawn. She sees a man dead in the laundry room. She sees a hostage situation in the bedroom. What she doesn't see is her mother. . . .


""""You know what we're here for. Hand it over, and we'll let her go.""""


When the hostage situation turns deadly, Faith is left with too many questions, not enough answers. To find her mother, she'll need the help of her partner, Will Trent, and they'll both need the help of trauma doctor Sara Linton. But Faith isn't just a cop anymore--she's a witness. She's also a suspect.


The thin blue line hides police corruption, bribery, even murder. Faith will have to go up against the people she respects the most in order to find her mother and bring the truth to light--or bury it forever.


Karin Slaughter's most exhilarating novel yet is a thrilling journey through the heart and soul, where the personal and the criminal collide, and conflicted loyalties threaten to destroy reputations and ruin lives. It is the work of a master of the thriller at the top of her game, and a whirlwind of unrelenting suspense. (less)",thriller
977,The Woman in the Library,3.57,Sulari Gentill,"19,349","4,259",741,"In every person's story, there is something to hide...

The ornate reading room at the Boston Public Library is quiet, until the tranquility is shattered by a woman's terrified scream. Security guards take charge immediately, instructing everyone inside to stay put until the threat is identified and contained. While they wait for the all-clear, four strangers, who'd happened to sit at the same table, pass the time in conversation and friendships are struck. Each has his or her own reasons for being in the reading room that morning—it just happens that one is a murderer.

Award-winning author Sulari Gentill delivers a sharply thrilling read with The Woman in the Library, an unexpectedly twisty literary adventure that examines the complicated nature of friendship and shows us that words can be the most treacherous weapons of all. (less)",thriller
978,Moonraker,3.78,Ian Fleming,"25,304","1,571","2,771","‘For several minutes he stood speechless, his eyes dazzled by the terrible beauty of the greatest weapon on earth’

He’s a self-made millionaire, head of the Moonraker rocket programme and loved by the press. So why is Sir Hugo Drax cheating at cards? Bond has just five days to uncover the sinister truth behind a national hero, in Ian Fleming’s third 007 adventure.",thriller
979,Playing Nice,4.1,J.P. Delaney,"34,971","3,776","4,151","What if you found out that your family isn't yours at all? How far would you go to protect them? A gripping new psychological thriller from the bestselling author of The Girl Before. . . .

Pete Riley answers the door one morning and lets in a parent's worst nightmare. On his doorstep is Miles Lambert, a stranger who breaks the devastating news that Pete's son, Theo, isn't actually his son--he is the Lamberts', switched at birth by an understaffed hospital while their real son was sent home with Miles and his wife, Lucy. For Pete, his partner Maddie, and the little boy they've been raising for the past two years, life will never be the same again.

The two families, reeling from the shock, take comfort in shared good intentions, eagerly entwining their very different lives in the hope of becoming one unconventional modern family. But a plan to sue the hospital triggers an official investigation that unearths some disturbing questions about the night their children were switched. How much can they trust the other parents--or even each other? What secrets are hidden behind the Lamberts' glossy front door? Stretched to the breaking point, Pete and Maddie discover they will each stop at nothing to keep their family safe.

They are done playing nice. (less)",thriller
980,Never Let You Go,3.98,Chevy Stevens,"29,287","3,239","7,940","Eleven years ago, Lindsey Nash escaped into the night with her young daughter and left an abusive relationship. Her ex-husband, Andrew, was sent to jail and Lindsey started over with a new life.

Now, Lindsey is older and wiser, with her own business and a teenage daughter who needs her more than ever. When Andrew is finally released from prison, Lindsey believes she has cut all ties and left the past behind her. But she gets the sense that someone is watching her, tracking her every move. Her new boyfriend is threatened. Her home is invaded, and her daughter is shadowed. Lindsey is convinced it's her ex-husband, even though he claims he's a different person. But has he really changed? Is the one who wants her dead closer to home than she thought? (less)",thriller
981,The Maze Runner,4.04,James Dashner,"13,15,830","60,686","32,150","There are alternate cover editions for this ASIN here and here.

If you ain’t scared, you ain’t human.

When Thomas wakes up in the lift, the only thing he can remember is his name. He’s surrounded by strangers—boys whose memories are also gone.

Nice to meet ya, shank. Welcome to the Glade.

Outside the towering stone walls that surround the Glade is a limitless, ever-changing maze. It’s the only way out—and no one’s ever made it through alive.

Everything is going to change.

Then a girl arrives. The first girl ever. And the message she delivers is terrifying.

Remember. Survive. Run. (less)",thriller
982,All Your Twisted Secrets,3.51,Diana Urban,"15,117","2,644","1,081","This thrilling debut, reminiscent of new fan favorites like One of Us Is Lying and the beloved classics by Agatha Christie, will leave readers guessing until the explosive ending.

Welcome to dinner, and again, congratulations on being selected. Now you must do the selecting.

What do the queen bee, star athlete, valedictorian, stoner, loner, and music geek all have in common? They were all invited to a scholarship dinner, only to discover it’s a trap. Someone has locked them into a room with a bomb, a syringe filled with poison, and a note saying they have an hour to pick someone to kill … or else everyone dies.

Amber Prescott is determined to get her classmates and herself out of the room alive, but that might be easier said than done. No one knows how they’re all connected or who would want them dead. As they retrace the events over the past year that might have triggered their captor’s ultimatum, it becomes clear that everyone is hiding something. And with the clock ticking down, confusion turns into fear, and fear morphs into panic as they race to answer the biggest question: Who will they choose to die? (less)",thriller
983,The Husband,3.82,Dean Koontz,"46,532","2,033","32,565","What would you do for love? Would you die? Would you kill?

""So, we have your wife. You can get her back for 2 million cash.""

Landscape gardener Mitchell Rafferty thinks it must be some kind of a joke. He was busy planting flower beds for one of his clients when his phone rang. Now he’s standing in a normal suburban neighborhood on a bright summer day having a phone conversation out of his darkest nightmare.

Whoever is on the other end of the line is dead serious. ""See that guy across the street?"" Rifle fire shatters the stillness as the man goes down, shot in the head. ""An object lesson.""

The caller doesn’t care that Mitch has no way of raising such a vast sum. He’s confident that Mitch will find a way. If he loves his wife enough.

Mitch does love her enough. He’s got sixty hours to prove it. He’ll pay anything. He’ll pay a lot more. than two million dollars.

From the master storyteller comes a story of love, tenacity and courage with the pace of a runaway train, ""The Husband"" is a thriller that holds the reader in its relentless grip from its tense opening to its shattering climax. (less)",thriller
984,Hostage,3.95,Clare Mackintosh,"28,058","3,683","8,124","You can save hundreds of lives. Or the one that matters most.

A claustrophobic thriller set over twenty hours on one airplane flight, with the heart-stopping tension of The Last Flight and the wrenching emotional intensity of Room, Hostage takes us on board the inaugural nonstop flight from London to Sydney.

Mina is trying to focus on her job as a flight attendant, not the problems of her five-year-old daughter back home, or the fissures in her marriage. But the plane has barely taken off when Mina receives a chilling note from an anonymous passenger, someone intent on ensuring the plane never reaches its destination. Someone who needs Mina's assistance and who knows exactly how to make her comply.

It's twenty hours to landing. A lot can happen in twenty hours. (less)",thriller
985,The Devil and the Dark Water,3.86,Stuart Turton,"36,523","6,044","7,642","A murder on the high seas. A detective duo. A demon who may or may not exist.

It's 1634 and Samuel Pipps, the world's greatest detective, is being transported to Amsterdam to be executed for a crime he may, or may not, have committed. Traveling with him is his loyal bodyguard, Arent Hayes, who is determined to prove his friend innocent.

But no sooner are they out to sea than devilry begins to blight the voyage. A twice-dead leper stalks the decks. Strange symbols appear on the sails. Livestock is slaughtered.

And then three passengers are marked for death, including Samuel.

Could a demon be responsible for their misfortunes?

With Pipps imprisoned, only Arent can solve a mystery that connects every passenger onboard. A mystery that stretches back into their past and now threatens to sink the ship, killing everybody on board.

The breathtaking new novel from Stuart Turton, author of the The 7 1/2 Deaths of Evelyn Hardcastle, winner of the Costa Best First Novel Award. (less)",thriller
986,Plum Island,4.05,Nelson DeMille,"49,518","2,385","6,004","The hair-raising suspense of The General's Daughter... the wry wit of The Gold Coast...this is vintage Nelson DeMille at the peak of his originality and the height of his powers.
Wounded in the line of duty, NYPD homicide cop John Corey is convalescing in rural eastern Long Island when an attractive young couple he knows is found shot to death on the family patio. The victims were biologists at Plum Island, a research site rumored to be an incubator for germ warfare.Suddenly, a local double murder takes on shattering global implications -- and thrusts Corey and two extraordinary women into a dangerous search for the secret of PLUM ISLAND.... (less)",thriller
987,Dexter in the Dark,3.57,Jeff Lindsay,"35,519","2,055","3,627","In his work as a Miami crime scene investigator, Dexter Morgan is accustomed to seeing evil deeds...particulary because, on occasion, he rather enjoys committing them himself. Guided by his dark Passenger - the voice inside him that helps stalk his prey - he lives his outwardly normal life adhering to one simple rule: he only kills very bad people.

Dexter slides through life undetected, working as a blood splatter analyst for the Miami Police Department, helping his fiancee raise her two adorable (if somewhat...unique) children, and always planning his next jaunt as Dexter the Dark Avenger under the light of the full moon.

But everthing changes when Dexter is called to a gruesome double homicide. Dex realizes he's dealing with someone a whole lot more sinister than he is and it sends the Dark Passenger into hiding. And when something scares your friendly neighborhood serial killer, you know it's serious...

More used to inspiring fear then experiencing it, Dex must investigate, while simultaneously coping with his demanding family. If he's to save himself, and those around him, Dexter must pose questions he's never dared ask - where does evil come from, and does it hide inside everyone...? (less)",thriller
988,Cold Vengeance,4.1,Douglas Preston,"24,882","1,516","10,785","Devastated by the discovery that his wife, Helen, was murdered, Special Agent Pendergast must have retribution. But revenge is not simple. As he stalks his wife's betrayers-- a chase that takes him from the wild moors of Scotland to the bustling streets of New York and the darkest bayous of Louisiana-- he is also forced to dig further into Helen's past. And he is stunned to learn that Helen may have been a collaborator in her own murder.

Peeling back the layers of deception, Pendergast realizes that the conspiracy is deeper, goes back generations, and is more monstrous than he could have ever imagined-- and everything he's believed, everything he's trusted, everything he's understood . . . may be a horrific lie. (less)",thriller
989,Blue Moon,3.96,Lee Child,"61,415","5,129","27,432","“This is a random universe,” Reacher says. “Once in a blue moon things turn out just right.”

This isn’t one of those times.

Reacher is on a Greyhound bus, minding his own business, with no particular place to go, and all the time in the world to get there. Then he steps off the bus to help an old man who is obviously just a victim waiting to happen. But you know what they say about good deeds. Now Reacher wants to make it right.

An elderly couple have made a few well-meaning mistakes, and now they owe big money to some very bad people. One brazen move leads to another, and suddenly Reacher finds himself a wanted man in the middle of a brutal turf war between rival Ukrainian and Albanian gangs.

Reacher has to stay one step ahead of the loan sharks, the thugs, and the assassins. He teams up with a fed-up waitress who knows a little more than she’s letting on, and sets out to take down the powerful and make the greedy pay. It’s a long shot. The odds are against him. But Reacher believes in a certain kind of justice . . . the kind that comes along once in a blue moon. (less)",thriller
990,Sister,3.77,Rosamund Lupton,"51,928","5,324","1,840","Nothing can break the bond between sisters ...When Beatrice gets a frantic call in the middle of Sunday lunch to say that her younger sister, Tess, is missing, she boards the first flight home to London. But as she learns about the circumstances surrounding her sister's disappearance, she is stunned to discover how little she actually knows of her sister's life - and unprepared for the terrifying truths she must now face.The police, Beatrice's fiance and even their mother accept they have lost Tess but Beatrice refuses to give up on her. So she embarks on a dangerous journey to discover the truth, no matter the cost. (less)",thriller
